Disorder,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
ADHD,1.2,1.446808511,1.611111111,1.174273859,1.115,1.03125,1.466019417,2.242424242,0.375,0.33
ASD,1.685714286,1.184210526,1.88748019,1.214285714,1.41025641,1,1.266666667,0.727272727,1.666666667,NA
BIP,1.026315789,1.572307692,1.479674797,1.45412844,1.211038961,1.449101796,1.842105263,1.833333333,1.984848485,NA
MDD,1.275362319,1.284552846,1.181058496,1,1.053830228,0.903225806,0.942028986,1.303703704,0.887096774,NA
SCZ,1.344709898,1.46875,1.418202765,1.439807384,1.522157996,1.311111111,1.167958656,1.321543408,1.193877551,NA
OCD,2.666666667,NA,1.166666667,0.571428571,0.4375,0.25,1,0.4,NA,NA
CANNABIS,NA,0.724137931,1.12962963,1.13,0.444444444,1.666666667,1.19047619,0.571428571,1.142857143,NA
